cid,text,time,author,channel,votes,photo,heart,reply,time_parsed
Ugwov1bOJISNwVo_DNp4AaABAg,"The part when Ariel said ""the great power, comes great responsibility"" sent shivers down my spine.",2 hari yang lalu,PrabuG,UC8kT_AvpaQmoBOaM_GpENPQ,4,https://yt3.ggpht.com/ytc/AMLnZu9SKpgtYW3hfPUnmjR_wRlsvO3WJJALCYzn_Ga85A=s176-c-k-c0x00ffffff-no-rj,false,false,1666760570.205458
UgwMavM2NbyP480ykTh4AaABAg,"The part where little mermaid said ""Yare Yare Daaze"" sent chills down my spine. Truly spectacular.",3 minggu yang lalu,Adarsh,UCAP0oG7jhcJWioc85Rvqwog,394,https://yt3.ggpht.com/ytc/AMLnZu__r4TVbR0fmDkdYOsSpDplzvinFI9lqizEPJBM=s176-c-k-c0x00ffffff-no-rj,false,false,1665118970.208548
Ugy0n-CTmX9UIWElxhN4AaABAg,"The part where the little mermaid said ""Bravo six...going dark ..."" gave me shivers down the spine",9 hari yang lalu,eSSence,UC9f2fzyXCjcC7FULFjTHkFA,3,https://yt3.ggpht.com/YvU3gJc9l612cMzUz2ceOyxIsw6fUMkJXXPNE6tOPW8_nDdoVdfJy5NEwtdmAn1UvkpiiuxsQw=s176-c-k-c0x00ffffff-no-rj,false,false,1666155770.211837
UgzfZyGHAvm_L3YZDqp4AaABAg,"The part where Ariel says “oh, so we’re using our made up names, I’m the little mermaid” sent shivers down my spine…",9 hari yang lalu,Callum Brotherhood,UCOknuLCRTsk-MeCmMzdLgIA,3,https://yt3.ggpht.com/ytc/AMLnZu8tyBkG-wAs9vOEpl8Eq0fxfWqKaP2L9ZG_HQ=s176-c-k-c0x00ffffff-no-rj,false,false,1666155770.215187
UgwPIphYjtXkpdaWkIJ4AaABAg,"The part where Arielle said ""GET TO THE CHOPPA!"" made me feel the chills coming inside of me",6 hari yang lalu,Baby Dropkicker Pro 431,UCnWVJW9GWiX8JhR229JFR1w,2,https://yt3.ggpht.com/zrYJmtEfmC2sRUUeOuB9rl6UKMblLkbOeJ0EtNmom3Rj4Ge46KXWLHmi4JTwF_zeW1mN3alV=s176-c-k-c0x00ffffff-no-rj,false,false,1666414970.218151
UgwWXM_cuKxeStzUYOp4AaABAg,The part where Ariel said “Do Not Go In There…Wheeeew!” Sent shivers down my spine.,4 hari yang lalu,Brokaxle,UCb_IgK8GAj1Uw4SgdyiZY-w,3,https://yt3.ggpht.com/ytc/AMLnZu_-Jzvg5snJBcBUTFCSqi4Ai_cdTL4E3ybngJzbDCq825R5YRhTa1Pfyxq8W0iS=s176-c-k-c0x00ffffff-no-rj,false,false,1666587770.220746
Ugwv_IkuBm01_jNx8UB4AaABAg,"I waited my entire childhood to adulthood waiting for them to make a live action of The Little Mermaid, and this is not it. It’s just not Ariel. The nostalgia is missing.",10 hari yang lalu,Monica Price,UCySKA9kOPqV_3uRWXDe3mPQ,12,https://yt3.ggpht.com/ytc/AMLnZu8XmS4A9oEpbbboZ1LmmA3JJ4HGujgRksWRirYinw=s176-c-k-c0x00ffffff-no-rj,false,false,1666069370.222865
Ugzic9jc-MChvMlE9WF4AaABAg,The part where Ariel said “It’s over Ursula I have the high ground” literally sent shivers down my spine.,3 minggu yang lalu,princessnachoz,UCI0784l6Yj7Ibxpay73x9eg,305,https://yt3.ggpht.com/ytc/AMLnZu8CKDL_iYYqs0BY_p0Soid51mkYle7gfESwpNcqJw=s176-c-k-c0x00ffffff-no-rj,false,false,1665118970.224648
Ugyt9r5Y8WFy2Fwcv7R4AaABAg,The part where Ariel said “Where’s my super suit?” sent shivers down my spine.,8 hari yang lalu,Chris DN,UCQFNCCdy-1b1iP_hxDECZDw,6,https://yt3.ggpht.com/ytc/AMLnZu-j6SoP38b8Jg9nnLuhakp7HHZtjGnpuKcYTg=s176-c-k-c0x00ffffff-no-rj,false,false,1666242170.227037
UgySOdA6bdPd8meLMbV4AaABAg,"The part where the little mermaid said ""shiver me timbers"" sent shivers down my spine",8 hari yang lalu,Esoteric Juice,UCFxnEKf9t1XpQ6I9DQs0dhw,0,https://yt3.ggpht.com/naQ7R975PM4Joz9kjfhWCCFrW1YXWA32vXM0dHJ69S9Htk0NNO_T_gIYcnKdIEW4QlLzJMu1llA=s176-c-k-c0x00ffffff-no-rj,false,false,1666242170.229656
UgzrvLEbw_I3DZDtM_94AaABAg,"the part where ariel says ""WHAT ARE YOU DOING IN MY SWAMP"" truly sent shivers down my spine",11 hari yang lalu,B_ngs,UCCwR6fXVJdN2aw1gtZjkFZA,2,https://yt3.ggpht.com/f6HiYuZuwSX4iHN6XN8rhQ3yP2EiRMJL9xx9hq1MlSFkMfVugTkvB_ffkbLI9UzKTwJMdcLRMA=s176-c-k-c0x00ffffff-no-rj,false,false,1665982970.232342
Ugz4_UxWS-sqGaey6gh4AaABAg,"The part where Ariel says ""Osmanthus wine tastes the same as I remember... But where are those who share the memory?"" sent shivers down my spine.",5 hari yang lalu,Jeetu,UCGiRfHY81z_W-OEO9q6111w,5,https://yt3.ggpht.com/tnfAVxhnusrV_EQQ2jQbghGWQOFWr1ge2zs7pRD01DZUsPTFPl5qBO8ORArR62ft7ih1U8XAZZ0=s176-c-k-c0x00ffffff-no-rj,false,false,1666501370.234812
Ugxc2vXteH9WjXsEqqd4AaABAg,"The part where Arial said ""I always come back!."" gave me chills like no ice cream could.",6 hari yang lalu (diedit),JoysuSan,UCxHpkP9r8WxOcoZXwYtl8oA,1,https://yt3.ggpht.com/ytc/AMLnZu_6qsCUlIY7DtrKmYU-gbjIbaPunKEFzOLx5vDYcA=s176-c-k-c0x00ffffff-no-rj,false,false,1666414970.237193
Ugzv0GK9WST6XGLad754AaABAg,"The part where Ariel says ""jet fuel can't melt steel beams"" sent shivers down my spine",4 minggu yang lalu,Xythar,UCz0vh1jnZXKMQL0ynN-yovA,276,https://yt3.ggpht.com/ytc/AMLnZu828FwsJELLp9Esxwba5htqFiB6UWtHt6Nc1zzWzA=s176-c-k-c0x00ffffff-no-rj,false,false,1664514170.23943
UgxzDOD1O5V4aGb5VjJ4AaABAg,"The part where Ariel says ""seriously, right in front of my salad "" deserves all the existing awards",6 hari yang lalu,Maverick Lopez,UC-5I2dqn93oddPtmny2cu0A,4,https://yt3.ggpht.com/ytc/AMLnZu-2DMFuKuy2QjSwxP7dVm4qilIQRIxwrsWO3A=s176-c-k-c0x00ffffff-no-rj,false,false,1666414970.241765
UgwA4Vu4YiE2sh_Uwxt4AaABAg.9hOSyxpydxy9hVXN985LYZ,what movie,5 hari yang lalu,mika hu,UCNBKgWPv_0mwfE32Htm0cAg,0,https://yt3.ggpht.com/ytc/AMLnZu-W1q0d_VxLpxU--5X2Y2Zxxej4LgFs24qkKQ=s176-c-k-c0x00ffffff-no-rj,false,true,1666501370.681909
UgwA4Vu4YiE2sh_Uwxt4AaABAg.9hOSyxpydxy9hVdqxf0jSn, @mika hu  Cast Away. I’m sorry Wilson🏐,5 hari yang lalu,Adrian Villanueva,UCV4XtH-iqNB1sXYqGKwB3tA,0,https://yt3.ggpht.com/ytc/AMLnZu_xU8oKRKpTKTUNG1_PxqqwnBkrOagzk6LyzA=s176-c-k-c0x00ffffff-no-rj,false,true,1666501370.687548
UgwMavM2NbyP480ykTh4AaABAg.9gcwX9igD7B9gdB5TYlwlQ,"The part where the little mermaid went ""Wryyyyyyyyyyy"". Such a good scene",3 minggu yang lalu,Ms. Lewd Litch,UCIdFFrBe_Fi3edAcDS-V0DQ,19,https://yt3.ggpht.com/ytc/AMLnZu9hpVcq-66ogvh5hGUyDjpyOgcBydjzPCCUnNc5Fw=s176-c-k-c0x00ffffff-no-rj,false,true,1665118971.153141
UgwMavM2NbyP480ykTh4AaABAg.9gcwX9igD7B9gdFFlpi95l,"The part where little Black Mermaid said : KONO Dio Da"" sent chills down my spinal cord. Truly Nostalgic",3 minggu yang lalu (diedit),Random Human,UCJHz0QiFUrULbTDBK733yeA,13,https://yt3.ggpht.com/ytc/AMLnZu8MKi4jeNzCxJch3bixYWK-f463oumJctXm0fzOig=s176-c-k-c0x00ffffff-no-rj,false,true,1665118971.158179
UgwMavM2NbyP480ykTh4AaABAg.9gcwX9igD7B9gdKJrv5SN_, @Random Human  Dio Sama 🛐,3 minggu yang lalu,Adarsh,UCAP0oG7jhcJWioc85Rvqwog,0,https://yt3.ggpht.com/ytc/AMLnZu__r4TVbR0fmDkdYOsSpDplzvinFI9lqizEPJBM=s176-c-k-c0x00ffffff-no-rj,false,true,1665118971.162541
UgwMavM2NbyP480ykTh4AaABAg.9gcwX9igD7B9gdYa24oZz8,"I loved the part where dio said ""ROAD ROLLER DAAAA"" and crushed her with a road roller, it brought tears to my eyes 😔😭",3 minggu yang lalu,Al DeY,UCy5TGoRpMeiWuNDiTAcc_9A,6,https://yt3.ggpht.com/ytc/AMLnZu_L1WAvFt7jfywLOWNlS0bdkaHUJJ6IQ9nr8Eufyw=s176-c-k-c0x00ffffff-no-rj,false,true,1665118971.166596
UgwMavM2NbyP480ykTh4AaABAg.9gcwX9igD7B9geTRn9Vl4k,"When the mermaid said ""SUNGLIGHT YELLOW OVERDRIVE"" I was astonished in amazement!",3 minggu yang lalu,Bardock,UClcdI9Znd2HuyFYl3LdxVSA,5,https://yt3.ggpht.com/J7qmUSmODnClxZ0R6IPzzdBo11POQEVDzrrQXttSyPEmKrBDG2vRKqnBx4YWWlNcWDWW9VBY=s176-c-k-c0x00ffffff-no-rj,false,true,1665118971.170491
UgwMavM2NbyP480ykTh4AaABAg.9gcwX9igD7B9gfTW-4fJ-a,"The part where the little mermaid went ""SHHHHHIIIIIZZZZAAAAAAAAAAAAAAA"" instantly smooshed me like a massive stone 😢😢😢😢",3 minggu yang lalu (diedit),bl1tz1t,UCDGwe3ToKewSMxdIYqpWV5w,3,https://yt3.ggpht.com/3wWZ_m9FF_qhcDlK9PsYHOZ5PYSS0qRJYFHvVQtuhrHX__z9DFyLvLV4kcABpzuVk-7A-iua7g=s176-c-k-c0x00ffffff-no-rj,false,true,1665118971.173974
UgwMavM2NbyP480ykTh4AaABAg.9gcwX9igD7B9gfnxCkLG3B,Cringe worst one,3 minggu yang lalu,Xzavier Petersen,UCFdF0uL116_p9ChMxaDhz5g,0,https://yt3.ggpht.com/ytc/AMLnZu_wnZ8cFDMvDkxNR_9l9BQPatHSZkSSzguIU-W-tg=s176-c-k-c0x00ffffff-no-rj,false,true,1665118971.177415
UgwMavM2NbyP480ykTh4AaABAg.9gcwX9igD7B9ggF0_ABLQ_,AHAHA,3 minggu yang lalu,eli,UCmsYuIuv3UzyWXCK_RdTFug,0,https://yt3.ggpht.com/qshzjPSs2c-rfp2nA3b9gkftRwgO9kJ3Ve53HCG7XNHdOCRAwfLxdTksUZifBIRO1cjPQ1y-iw=s176-c-k-c0x00ffffff-no-rj,false,true,1665118971.18085
UgwMavM2NbyP480ykTh4AaABAg.9gcwX9igD7B9ggTgtgkDzh,the part where,3 minggu yang lalu,*o*,UCudrLgKFHLtqf7bkSlwvFwA,0,https://yt3.ggpht.com/FW-HxjBM__6kO2TVrIvWuU8tZC43wBMv0-0oQextTq8dhjatpnUPA1ANNE_nmPFUD7mHZAWJ4Q=s176-c-k-c0x00ffffff-no-rj,false,true,1665118971.183918
UgwMavM2NbyP480ykTh4AaABAg.9gcwX9igD7B9ggYW4IApCZ,I got chills when Ursula asked if that was a Jojo refrence,3 minggu yang lalu,Matthews Corner,UCIb8Pq4vwVuHVdNrtZqemEg,2,https://yt3.ggpht.com/h_aAL2JnIudEoWNVnApZxneSbTasZrEYFXtiYgAEU7eSGqFXSJUfMZBScQSUxqf2xNyrsGgUQk4=s176-c-k-c0x00ffffff-no-rj,false,true,1665118971.186894
Ugwv_IkuBm01_jNx8UB4AaABAg.9hJPTrMzz769hLTuP_21hS,"Go watch the original then. Y’all talk too much for a 1 minute teaser, you didn’t even see the whole thing it’s just a lady singing💀💀",9 hari yang lalu (diedit),Pink Panthør,UCOAF3qJLTmcLRlUuwiILRmQ,0,https://yt3.ggpht.com/ytc/AMLnZu98q1qStJqcPMYGlIC_xZeKRLSA0HhbPiTYSei6Hw=s176-c-k-c0x00ffffff-no-rj,false,true,1666155771.701969
Ugzic9jc-MChvMlE9WF4AaABAg.9geqNlMOpIX9ggTeWz-AyB,the part where,3 minggu yang lalu,*o*,UCudrLgKFHLtqf7bkSlwvFwA,0,https://yt3.ggpht.com/FW-HxjBM__6kO2TVrIvWuU8tZC43wBMv0-0oQextTq8dhjatpnUPA1ANNE_nmPFUD7mHZAWJ4Q=s176-c-k-c0x00ffffff-no-rj,false,true,1665118972.154736
Ugzic9jc-MChvMlE9WF4AaABAg.9geqNlMOpIX9ghPJxIfYaq,You underestimate my power,3 minggu yang lalu,Anakin Skywalker,UCR_I01JPUqwINtluE5QVcqg,2,https://yt3.ggpht.com/go2TLBsnvK6L-Wbz9LVAYvewgBAN6oicJ_TL-CfMysyjy3ddbI1ZUYTjdwi6QsFLwG3lAjtl=s176-c-k-c0x00ffffff-no-rj,false,true,1665118972.159796
Ugzic9jc-MChvMlE9WF4AaABAg.9geqNlMOpIX9hSpoF3jfiT,🤡,6 hari yang lalu,Adrian Villanueva,UCV4XtH-iqNB1sXYqGKwB3tA,0,https://yt3.ggpht.com/ytc/AMLnZu_xU8oKRKpTKTUNG1_PxqqwnBkrOagzk6LyzA=s176-c-k-c0x00ffffff-no-rj,false,true,1666414972.165134
Ugzv0GK9WST6XGLad754AaABAg.9gYiIoH4Qi-9g_3Na3UGxV,"And we all kinda know they shot down Ursula's magic flying clamshell before it could get to Three Mile Fishes, we just don't want to admit it.",4 minggu yang lalu,One Quick Thing,UC_j0bY40f6iz1Wt1kq-1ZIg,4,https://yt3.ggpht.com/ytc/AMLnZu8B9iGtNY3xykFZsyA8faoMAicSKQedDfOpQw=s176-c-k-c0x00ffffff-no-rj,false,true,1664514172.751009
Ugzv0GK9WST6XGLad754AaABAg.9gYiIoH4Qi-9g_PFqw3Sf5,"""ariel, get in here! THE TOWERS HAVE BEEN HIT""",4 minggu yang lalu,pass,UCmCi-cyfXnf48SEHsUMAjdA,0,https://yt3.ggpht.com/r4eZQY9llCYGT4C9k8J3m-7AbKxnBDPCVppfCpXjBr5F0vqITbAVrkfUjfoSQ5lJ6N8RIqPj=s176-c-k-c0x00ffffff-no-rj,false,true,1664514172.756068
Ugzv0GK9WST6XGLad754AaABAg.9gYiIoH4Qi-9g_Tg_RFjZK,Be honest are you actually looking forward to this like actually be honest,4 minggu yang lalu,the smiley face,UC2-tbBuc-yA99_gAnNt3ePA,0,https://yt3.ggpht.com/DTqETIto0zgVRu8rnAmR5qYGA6nmUyBhiXNaa-kbh4bvISaGDXN2b36E-sRq4GGAQCKtubqHyKU=s176-c-k-c0x00ffffff-no-rj,false,true,1664514172.760766
Ugzv0GK9WST6XGLad754AaABAg.9gYiIoH4Qi-9g_j0oKDG8l,"Followed by Sebastian the crab's musical number ""We Forgettin' Building Seven""",4 minggu yang lalu,Aaron Snyder,UCnFh4NaRMRfbUta-eCKGvuQ,1,https://yt3.ggpht.com/ytc/AMLnZu9ZeQ_L7V-irHtaa0uRNSPejmnn-bofqRGvIw=s176-c-k-c0x00ffffff-no-rj,false,true,1664514172.764795
UgybzJvHpHmIIJdBXTl4AaABAg,"The part where Ariel says, “Do you yield?” Put me in petrified shock.",4 hari yang lalu,Manatee Studios,UC_jYTSFuYhPoqSnYDuLGx3g,1,https://yt3.ggpht.com/ytc/AMLnZu-52nyuiNpb0ziYVf5O9lihk57RWWdkfgZCdcVu=s176-c-k-c0x00ffffff-no-rj,false,false,1666587773.290376
Ugyxq_rUepUQ2yxAsSh4AaABAg,"The part where Ariel said ""you're a wizard Harry"" sent shivers down my spine",7 hari yang lalu,LVSwift,UCgVHKk_wkUsDsIU9SGZw7Sg,2,https://yt3.ggpht.com/ytc/AMLnZu967NhccyVgfjvT9A027MwotJQR6qjE19QeqA=s176-c-k-c0x00ffffff-no-rj,false,false,1666328573.29495
Ugwg9LpgmRyEFm4enUV4AaABAg,"The part where Ariel said ""I don't know, how many breads have you eaten"" literally sent shivers down my spine",9 hari yang lalu,EliTheBigGuy,UCDUthbSrKcUBN9TXZqOZpjg,3,https://yt3.ggpht.com/j1FhQC6MIqfvZDWQc9N1Ox3bx9YX0NkiESC8-HK07e2HbLDKXieygaOesDa66L4a5m1fTaGN=s176-c-k-c0x00ffffff-no-rj,false,false,1666155773.299389
UgxwvBO7GL6IrEkDT4V4AaABAg,"The part where Ariel said “you are my bro Sebastian and no cute boy willl change that, you know?”  sent shivers down my spine.",9 hari yang lalu,Mr C,UCD5XlNHEUciMD165VrKhvpg,6,https://yt3.ggpht.com/ytc/AMLnZu8CFF_XmURqSb7AZiy_H8zkH2FaPMRyAEWOYXy8Fw=s176-c-k-c0x00ffffff-no-rj,false,false,1666155773.303454
UgycPm9qDMkWazGbqOh4AaABAg,"The part where Ariel says “You know nothing, Jon snow” sent shivers down my spine",4 minggu yang lalu,Kevin Correa,UC73qAaDsTOGZCnT-FQ3EC6A,455,https://yt3.ggpht.com/ytc/AMLnZu85FnHFPfFV-c4VMPW8jI-ZoJs-Ityun9YH05Cc9w=s176-c-k-c0x00ffffff-no-rj,false,false,1664514173.306928
UgzPwe-XYJe6CeG9dDl4AaABAg,The part where Ariel said “Trix are for kids” sent shivers down my spine,2 hari yang lalu,MotoNick,UCcHirCjTZT7gtJO5uKa05ZA,2,https://yt3.ggpht.com/TVPVvtvn_r5sLyI-_Dh1nicCBg0oe3Lfhqvyl2G9uK9nXkVf6eGndlecRh6S4mm2AF9If8XqcOc=s176-c-k-c0x00ffffff-no-rj,false,false,1666760573.310692
UgwF7ieTO7MuXgcX91x4AaABAg,"The part where Ariel said ""It's not just a call its a warning""
That was so cool",7 hari yang lalu,AcG-74,UCmBaVlK3wrgVKq2TFwCjRsg,3,https://yt3.ggpht.com/MmxkD66psH3ZrFlasei4PxlGlhbBv2HXsWDG7hzfzwgKJZmVZJYR7rRzKSjCxs0r8NCVVOiC2jo=s176-c-k-c0x00ffffff-no-rj,false,false,1666328573.314045
UgwKlWm0cNmuHyHhHzp4AaABAg,I love the part where Ariel says “are you not entertained?”,9 hari yang lalu,Davo,UCf-uR7TZ_qMk5zlruHtd4iA,3,https://yt3.ggpht.com/ivpy1gd2-fLu5ZbGwSug8NXkXw3O1Z_EkTd74E3G4PQblitmTWOIEGnqtRocK2h8S6fgr-KvTw=s176-c-k-c0x00ffffff-no-rj,false,false,1666155773.317401
UgwlDVf49egQ-xoCkFt4AaABAg,"Halle , I can’t wait to see all your hard work transpired on screen. People’s response to your success is just a reflection of their own insecurities and shortcomings that they haven’t come to terms with yet. For every naysayer out there, there are countless other supporters and that’s all that matters ❤also, the kids adore you and that’s the major target audience! 🤷🏾‍♀️",2 hari yang lalu,Angel Taylor,UCZWW2mAH0aSYGwZLill5xnQ,4,https://yt3.ggpht.com/ytc/AMLnZu8CR_4ckBExM9iDhE90hAuA-Sc2KJf1-cvdpV8HfA=s176-c-k-c0x00ffffff-no-rj,false,false,1666760573.320708
UgwRQoCWjyhXAcXq0Oh4AaABAg,"The part where the little mermaid said ""I'm gonna put some dirt in your eye"" Sent shivers down my spine.",2 hari yang lalu,k -ni,UCmntWfMklXMH0Tm68NpW8Xg,3,https://yt3.ggpht.com/ytc/AMLnZu--14GBJf5JOcAjYMrl5mUtiRH0NAAeMy1dS7qM=s176-c-k-c0x00ffffff-no-rj,false,false,1666760573.323669
Ugzey-QKmSw9P_d19SR4AaABAg,"The part where Ariel says ""i have the high ground""sent shivers down my spine.",4 minggu yang lalu (diedit),cesar cruz,UCYqWRG7sBylYZ2rKqKkUVVA,366,https://yt3.ggpht.com/1_OzQ2BtnzAlQTMYnQVBMpn2xF_nJcrdEodv2nsesrMSlX_ImslA6btqXDbhmT-ODw9hc_14=s176-c-k-c0x00ffffff-no-rj,false,false,1664514173.326356
UgysJYa9NO-T7OxJA3t4AaABAg,"the part when ariel sang' oh i just can't wait to be kinggggg"" sent chills down my spine",4 hari yang lalu,RJ THE WOLF,UCzKQUvPlJuHHm1_7snjywkQ,3,https://yt3.ggpht.com/PdAJPtIqDGjZhSQvv3VKe_PjElTmKtB6qzUU_o-_GHqAJO8KVPKiHV1nRKZv-Qq-TFIzDvevbGQ=s176-c-k-c0x00ffffff-no-rj,false,false,1666587773.329266
Ugxqmio-YBlSePrdbml4AaABAg,The part where Ariel said “I am Iron Man.” sent shivers down my spine.,10 hari yang lalu,Laura Goode,UCwfIL7bPLWn559Wyy3C50vA,4,https://yt3.ggpht.com/ytc/AMLnZu9d7UbL8NS-DW9yWJbJ4hr8Hx01dpDe6TLyWb09BA=s176-c-k-c0x00ffffff-no-rj,false,false,1666069373.332291
UgzBiviyPDmEK3BapHd4AaABAg,"The part where Ariel said ""Dormammu, I've come to bargain."" made me feel chills in my spine.",2 hari yang lalu (diedit),Joe Miller,UCd_xA7Wes9QhB0Uoap_o4Og,2,https://yt3.ggpht.com/ytc/AMLnZu_HIprKPunRbeiNf0QkkzeZVTZCnFcasQSTVw=s176-c-k-c0x00ffffff-no-rj,false,false,1666760573.334943
Ugz9H1ApxiHZDDWBUU54AaABAg,The part where Ariel said „My daddy went to get some Milk“ sent shivers down my spine..,3 hari yang lalu,Kubi,UCxr3pPDuZtKDOOCujQY7MkQ,3,https://yt3.ggpht.com/jc1AFYusQtQIyoRvnhbbI7sH-Y-_pp4G-O77BT4I161a-Y3qKdUAZ7uC9senie2mV77El8uwCA=s176-c-k-c0x00ffffff-no-rj,false,false,1666674173.337581
UgzS94P5hVKcXQV6BCt4AaABAg,"The part where Ariel says ""We have an expression in prize fighting: ""Everyone has a plan until they've been hit."" Well my friend, you've just been hit. The getting up is up to you. This really sent chills down my spine.",8 hari yang lalu (diedit),Brianne S.,UCeCBNeV1auPJsCh7Gjz8VoQ,7,https://yt3.ggpht.com/ytc/AMLnZu9jqRQjziJWWd_R7U6phbnM-mfXKyrFEwNflQ=s176-c-k-c0x00ffffff-no-rj,false,false,1666242173.340084
UgwvxMy3cSbnC-WME7N4AaABAg,"I loved the part when Ursula said ""In the name of the galactic senate of the republic, you are under arrest"" and Ariel replied with ""It's treason then"" as she starts her final mission into the abyss truly marked this movie as one of the movies of the century.",1 bulan yang lalu,firestorm 8265,UC3S9I7SxZGqmuUNgP2dGMlg,274,https://yt3.ggpht.com/ytc/AMLnZu9btjxQympl29q0VBOcevZQ9izl4hQ163xSgWNX=s176-c-k-c0x00ffffff-no-rj,false,false,1664341373.342646
Ugy871S-pskoTyhCSTh4AaABAg,The part where Ariel said ‘I’ve had farts that sound better than this singing.’ truly magical,8 hari yang lalu,Da Boz,UCXYMBvGXk7UX6k2BUuj90bw,3,https://yt3.ggpht.com/ytc/AMLnZu-5kQsLGlQkaq7JKKpZvS-x3riRsLkqTzzoRjcIiw=s176-c-k-c0x00ffffff-no-rj,false,false,1666242173.345062
UgxiNHbyheDJYv1qScZ4AaABAg,The part when sebastion told ariel “may the force be with you” made me get chills,6 hari yang lalu,Makuna hatata,UCHB5ydMV5vBfh0UzPOuYRTA,4,https://yt3.ggpht.com/meYYvvf2rMZJDwEt-vUoTOqThpBdoHQiOw1eu8uapoRw_FMaRG2yCnqxjQb7FfjuiM6mz-RtBg=s176-c-k-c0x00ffffff-no-rj,false,false,1666414973.347388
Ugw4AMaY_avmmqoqsWB4AaABAg,"That part when Ariel says “And I’m Jessica the coolest” was honest, I got chills down my spine. I’ve never cried that much..",11 hari yang lalu,CCinnamon,UCtZwnW9qdwwby1IzXKay83w,3,https://yt3.ggpht.com/ZQ6HRuXSJ1m6ZqVaMSMHLocFI3jIrYoLJtPIvaRQ0OR-2Ss86fV6_hE58PBhs9WK46SDDT9T=s176-c-k-c0x00ffffff-no-rj,false,false,1665982973.349649
UgycPm9qDMkWazGbqOh4AaABAg.9g_tGNURmn_9gbHECVaZSI,DISLIKE!!! NO WOKE MOVIES¡!¡,3 minggu yang lalu,DIEGO PEREZ,UCiVKZ5rMyqHOBmsafu9zSrQ,2,https://yt3.ggpht.com/ytc/AMLnZu_2i2KUbOYft3_xdspwFX2a9spl0tshkMOp7g=s176-c-k-c0x00ffffff-no-rj,false,true,1665118973.807854
UgwlDVf49egQ-xoCkFt4AaABAg.9hbswkiOEyN9hc5WOukazn,"actually there's more who don't support forced inclusion...and kids adored Ariel just fine as she was, no need for changing what worked for 30+ years.",2 hari yang lalu,Jamaul,UC0GjqYJUzMDXX_0_wdGHRPA,4,https://yt3.ggpht.com/IweYyP6AzarFSj10MwAZec46rkaDN5IUcUJpFt6VHz1-LWOPTyunUxx9WJ7YaSzcSnLAT9J2=s176-c-k-c0x00ffffff-no-rj,false,true,1666760574.245707
Ugzey-QKmSw9P_d19SR4AaABAg.9g_YXRl83RQ9gbNbwh80bq,"And Ursula says ""you underestimate my power""",3 minggu yang lalu,Engel,UCXZUv0TKwXAQZiAFEcTRlZg,1,https://yt3.ggpht.com/ytc/AMLnZu8htoARvs-U1RoP91Ygan4rGpKlHOdtrG4Atq8_4eA=s176-c-k-c0x00ffffff-no-rj,false,true,1665118974.820822
Ugzey-QKmSw9P_d19SR4AaABAg.9g_YXRl83RQ9gbdDQ8N2XJ,No y is ariel,3 minggu yang lalu,El pitufo volador,UCalpB7xuBdx_T8kjNv1ks5g,0,https://yt3.ggpht.com/jK5ObMVG2Gh7MCPlsW-esSP65G7qpIez3634KDQyz49X9_6F9tcotDmrGsB0fAn-6JAiJG1kVA=s176-c-k-c0x00ffffff-no-rj,false,true,1665118974.826024
Ugzey-QKmSw9P_d19SR4AaABAg.9g_YXRl83RQ9gcFG0i7Ejq,don't try it,3 minggu yang lalu,The Elite - Roblox,UCnxm4qUtvLeyn0HU79qERSg,0,https://yt3.ggpht.com/YpkIooBPBzI6EV_QdM1ZL5MvHb12aMlxfBqP7wVUmWI8p0P8Xu0STMFMl4q_5Ps-Yk2mmCDyeQ=s176-c-k-c0x00ffffff-no-rj,false,true,1665118974.830966
UgysJYa9NO-T7OxJA3t4AaABAg.9hXED3IHDca9hXHbGXjrZL,Ngl that's real low bro.Grow up.No reason to hate,4 hari yang lalu,mr. proffessa,UCMcg6VHTe80EWcBtDRjKj6A,0,https://yt3.ggpht.com/ytc/AMLnZu-6RJpr9r6l6JwXPGa2hkIUU8GNEDSQNb-4GqkDTg=s176-c-k-c0x00ffffff-no-rj,false,true,1666587775.284442
UgysJYa9NO-T7OxJA3t4AaABAg.9hXED3IHDca9hXtQFeNu2B, @mr. proffessa  im not dumba- it was a joke,4 hari yang lalu,RJ THE WOLF,UCzKQUvPlJuHHm1_7snjywkQ,2,https://yt3.ggpht.com/PdAJPtIqDGjZhSQvv3VKe_PjElTmKtB6qzUU_o-_GHqAJO8KVPKiHV1nRKZv-Qq-TFIzDvevbGQ=s176-c-k-c0x00ffffff-no-rj,false,true,1666587775.290195
UgysJYa9NO-T7OxJA3t4AaABAg.9hXED3IHDca9hbJtF-21Ua, @mr. proffessa  she can’t wait to be kaaaaaaangz….. n sheet lol,2 hari yang lalu,Bob Geldoff,UC8wpthBM2zcRyccZOzbiSAA,0,https://yt3.ggpht.com/ytc/AMLnZu_gG-bYLCciVvrwIcx3qBw5mGyt-1hGixypPyle=s176-c-k-c0x00ffffff-no-rj,false,true,1666760575.29525
UgwvxMy3cSbnC-WME7N4AaABAg.9gRsZbfP9cU9gS0PZUPUpK,Wow that was my favourite part too!,1 bulan yang lalu,dokblack,UCMCzKmF-Qyl73FRFcYY66WA,4,https://yt3.ggpht.com/ytc/AMLnZu9CHqpqG-YHUGkg3RSkAgro3m1e1DKU0MBDHiRgtg=s176-c-k-c0x00ffffff-no-rj,false,true,1664341375.860992
