cid,text,time,author,channel,votes,photo,heart,reply,time_parsed
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gE0GZqKEpD,😂😂😂,1 bulan yang lalu,Spppeeeddyyspedddy,UCQ3GjCFEzaCB02xHF4SvV-w,0,https://yt3.ggpht.com/YiMH56MH_JFzLgmN_3t-msAs6R3S7ZDY6a51t5FoY3qK-oYrKTl83lRkWbaceA22kxlwHK4WyA=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.309267
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gE1pweRLZc,The part where she said idc if white people watch me I know my black folk got me,1 bulan yang lalu,Anthony Mario,UCwomEdqDqGGd8seiYNKY6TQ,0,https://yt3.ggpht.com/8XDP82qq0zptuSFdGptE6HApPg3QXRdrMtcaNpgCWm3kbrYzYu9miDlSlbSiG2jfTEJdFVXcJ1c=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.312427
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gECe3t5oXe,Did we watch the same trailer?,1 bulan yang lalu,imsocraigy,UCJrdrfTBKNxa0Vkr7aavgyw,0,https://yt3.ggpht.com/piOWbnkm2FWDJ_OUMuYtz35MPZdUUy8iAjW7lqrcDZSiCuoMCfxynxnGD7sno3L9kG2z4AUanCs=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.31552
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gEGVSk3l9f, @Luthfan Naufal  won’t but ok,1 bulan yang lalu,Sienna Westwater,UCGkJLi79VPlq39GxbCUIMVA,0,https://yt3.ggpht.com/bELIChZwIzt-ggMQqsnOOJquArWuIwx698Q-tjy1kF3RVzCXNQDt-vS1p7w74_uZ50MMWgm36vA=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.318622
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gEGqlIvl0E," @judiccc  Has to do with a meme from the movie about Morbius. Look up It's Morbin Time, and click on the result from Know Your Memes. Kinda confusing but it does make a little sense once you read into it.",1 bulan yang lalu,Roger Keast IV,UCojlonO9MBjDKvwDYrVtmFA,0,https://yt3.ggpht.com/ytc/AMLnZu9E9tKcAKoueXrCtvDNkyOgBlSl-r_fscw8SowSEQ=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.321415
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gENk1NKaCs," @Wiliboi  
It's weeaboo time!",1 bulan yang lalu,MayBach Yard,UCCrZx9elMJQXozzsbHTZgaw,0,https://yt3.ggpht.com/ytc/AMLnZu_e4eSCdLqs739aEZxPt4NGxWlntFOV21mRljxQ=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.323527
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gEnwQVyvS2,"Yes I hate this trailor 
I hate a black girl was cast as ariel 
And I will not pay money to watch this movie",1 bulan yang lalu,Haiden Hill,UCTAkZoDppqroEy6wW64Y5JQ,1,https://yt3.ggpht.com/ytc/AMLnZu_MsRswFV2oJ-RPPnhqp1TbVjz50hOw6oq5dw=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.32572
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gF1XpsEHf2,Can't wait till they make a movie about mlk and its a white guy playing him and malcomX,1 bulan yang lalu,SA308,UC6kAi7ovuBsgEYsWXR7g0Aw,1,https://yt3.ggpht.com/ytc/AMLnZu-FGueRZzoBW9GjdYQ-VoOJJoMJRvrgqet5fV9uAg=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.328422
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gFEQXdZchE,hahahahaaha,1 bulan yang lalu,JersonHY,UChiIdvBdeNiWFaDGbxiLOqw,0,https://yt3.ggpht.com/ytc/AMLnZu9F5Ca1pgb9oFNoWkUuzH7kQNI4Fmlnb7t28OI7=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.330974
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gFR8WqrqfR,The part where you shutted the phuck up and started shutting up everywhere was truly one of the most moments of all time!!,1 bulan yang lalu,SupportTheLittleGuy,UCAFFe5WOubDskC17tEfu9UQ,0,https://yt3.ggpht.com/oIG5OQ48gQyK4Zumaqbm9RRU4oOjrUnK42jhWKdeYzYty9PCM0z2j9HkcjRmeEs4y7GUE1BF5g=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.333501
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gF_AUkw5i8,p,1 bulan yang lalu,Nemesis Dylan,UC4osuf5OzkzV5pMbYdkOXjw,0,https://yt3.ggpht.com/ytc/AMLnZu8zl2oMbzAZ12fdhs6hvlD673y13LbUiR-SZ-esaA=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.336006
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gFhSBzL31w,"𝐊𝐢𝐥𝐥 𝐀𝐥𝐥 𝐍𝐢𝐠𝐠𝐞𝐫𝐬 🥹
-mingoneitor for president 2024",1 bulan yang lalu,mingo refundado,UCBrORb2CMAojogh-McyHd1w,0,https://yt3.ggpht.com/he_2QyDk47APjawi7yrHknIKfPqWbO6G9pPjfFnOOkFuol3JdVBmuoBS_d4daB4BVWg00pGYrg=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.338347
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gFmzjiFR3J," @Ollie Deleon  nah trust me, LOTS of ppl will watch this. Even if they think they won't like it. That's how business is, sry to destroy ur hopes n dreams",1 bulan yang lalu,Jenna tales,UCv19T6Cc7EkU4Qrrx5VKR1g,1,https://yt3.ggpht.com/ytc/AMLnZu9fER6qtX-wdQBAT6BhNcuI57UYd_sw7z7A-A8zGu6ypGOam3tUUT5XZbpvkfoH=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.340692
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gFo_VRf7ar," @Jenna tales  my hopes and dreams aren't tied to who does or doesn't see a movie ma'am. I'm sure it will do about as good as Disney's recent offerings, which is to say not very well, but what do I know, I don't consume any mainstream movies, art or music.",1 bulan yang lalu,Ollie Deleon,UCw-B0CzBnF3No3zlEsWLgtQ,1,https://yt3.ggpht.com/ytc/AMLnZu_LGBkFCRKANLYpR9jQ8WzQFcUZu3FfYjjReQ=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.343065
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gFp4lUHGjy, @Ollie Deleon  not reading all that but good job! or sry for ur loss bruh😂,1 bulan yang lalu,Jenna tales,UCv19T6Cc7EkU4Qrrx5VKR1g,1,https://yt3.ggpht.com/ytc/AMLnZu9fER6qtX-wdQBAT6BhNcuI57UYd_sw7z7A-A8zGu6ypGOam3tUUT5XZbpvkfoH=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.345295
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gG39qFFoN9,She never said that,1 bulan yang lalu,Notchy69,UCeO6B5Lr-teP_oGjnLFEdpA,0,https://yt3.ggpht.com/LfLyjEyH6ySWcInwPKtyw1GH4lBpf2fKlKkqBvPIagTgY2wjfNbheky-ZmnS3OnswR9HLNjyjw=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.347476
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gGItOGnfL9,Fr,1 bulan yang lalu,Jay,UCACWw1KibfbjRNDuMWBpY2Q,0,https://yt3.ggpht.com/o0axR--5nzRj_jPpvxd-WjDn8CK-oEU9cWIU-kye0qSF4RZOFWrAHYCdfQwHpD5Fx0WHB5Up=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.349651
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gGKpYNRFHM, @judiccc  they are all bots.Disney paid for this becouse there where a lot of negative coments. And also random people add to this replayin becouse they want to get likes. almost 3 M dislikes.,1 bulan yang lalu,Uler Sag,UCWSSspRwnZRV88yTcEmD2lw,0,https://yt3.ggpht.com/ytc/AMLnZu8SWuIDFEuBzVLNfv2-yk3OAS0VSQIWiY_2igv5=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.351841
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gGePSVXewr, @Drsamw Pepper:Liquidate Goodyear  wait so only conservatives can hate this teaser trailer?,1 bulan yang lalu,pecado de orgullo,UCnhEZZp_VExSgmr-2VwmozA,2,https://yt3.ggpht.com/ytc/AMLnZu-gpx79_H32Y8ymY1eifG5SKXAoZEIR9R2LLw=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.354084
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gGleYXaK9W,The best one,1 bulan yang lalu,Nilso Portillo,UClSLkd4d2jSlftTDlTbGFUA,0,https://yt3.ggpht.com/ytc/AMLnZu8qMVwYXHuXgvTJyJGhtN395EBh-gjEDHAo6IOt=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.35616
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gHP0Bp_IXW, @Kari Mylo  do you know your life is cringe?,1 bulan yang lalu,B,UCaxGxft_QGVKS9FI01X9ayg,0,https://yt3.ggpht.com/ic-xb4LcZDtadK-Ush-Cv9YPoaHOYCWJ6WIKzorOa3IghJigBcF6Zv6u5qUap0AogU72aw4jKA=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.358198
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gHR0J8Y1H4,🤣😂🤣😂,1 bulan yang lalu,Nass Ambrossio,UCtw_nuR_s9-RN9D7u5uznXA,0,https://yt3.ggpht.com/ytc/AMLnZu_PLJYXrqx6roivWVHbnPsaGo4kVi-kQZ0TjG_uiQ=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.360269
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gHYPqq1yUU,It's time to oil,1 bulan yang lalu,Hying Plantilina,UCXARX7Fn5cvYpgZY5kt48kw,0,https://yt3.ggpht.com/ytc/AMLnZu-To4Ow-XYBexCyCpVLFIB6Oq1c9H4jW2gnNlDxTw=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.362334
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gHcoDVf8WI,One of the movies of all time,1 bulan yang lalu,None h,UCQnUhSXh_iDvZYGQActQxHw,0,https://yt3.ggpht.com/SqlRCXfEN4Kz5sXX1uBBIBiEFidytYtxjqoBw40HdR4uWq_Cm3VASKTv56_sQz55RzL4g4JQLg=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.364392
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gIjLcyQH7K,Its mermin’ time,1 bulan yang lalu,Kekistonian,UCO0LsPwA1J1xY6EKmMYu5SA,0,https://yt3.ggpht.com/vcrAQA7M2coFx4pTTMlNdhVWEp0AHsUlVxevMlt3Z5IPr7pVkVlxw2PuAAGVdQueUgXIFE-g=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.366384
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gJSF0r4MEj,"KIRUNA          SVERIGE 
USHUAIA       ARGENTINA",1 bulan yang lalu,Daniela Sterling,UC_t_YewmJ3wOScZewJbIuyw,0,https://yt3.ggpht.com/ytc/AMLnZu9LAh_NGJtRGBw-BCpbm8o7hTMyyMmVD1q9Osob=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.368339
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gJSMFKx5ze," @Ollie Deleon  
KIRUNA         SVERIGE 
USHUAIA      ARGENTINA",1 bulan yang lalu,Daniela Sterling,UC_t_YewmJ3wOScZewJbIuyw,0,https://yt3.ggpht.com/ytc/AMLnZu9LAh_NGJtRGBw-BCpbm8o7hTMyyMmVD1q9Osob=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.370296
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gJSVTsuRRQ," @David Chu  
KIRUNA         SVERIGE 
USHUAIA      ARGENTINA",1 bulan yang lalu,Daniela Sterling,UC_t_YewmJ3wOScZewJbIuyw,0,https://yt3.ggpht.com/ytc/AMLnZu9LAh_NGJtRGBw-BCpbm8o7hTMyyMmVD1q9Osob=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.372252
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gJScswc1Jv," @Ashley Drye  
KIRUNA                 SVERIGE 
USHUAIA              ARGENTINA",1 bulan yang lalu,Daniela Sterling,UC_t_YewmJ3wOScZewJbIuyw,0,https://yt3.ggpht.com/ytc/AMLnZu9LAh_NGJtRGBw-BCpbm8o7hTMyyMmVD1q9Osob=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.374184
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gJShjvKWeS," @Chris Collins  
KIRUNA                SVERIGE 
USHUAIA             ARGENTINA",1 bulan yang lalu,Daniela Sterling,UC_t_YewmJ3wOScZewJbIuyw,0,https://yt3.ggpht.com/ytc/AMLnZu9LAh_NGJtRGBw-BCpbm8o7hTMyyMmVD1q9Osob=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.376146
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gJSo7HdN7S," @Nick  
KIRUNA               SVERIGE 
USHUAIA            ARGENTINA",1 bulan yang lalu,Daniela Sterling,UC_t_YewmJ3wOScZewJbIuyw,0,https://yt3.ggpht.com/ytc/AMLnZu9LAh_NGJtRGBw-BCpbm8o7hTMyyMmVD1q9Osob=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.37811
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gJSsutIqwR," @Hlesko  
KIRUNA                SVERIGE 
USHUAIA             ARGENTINA",1 bulan yang lalu,Daniela Sterling,UC_t_YewmJ3wOScZewJbIuyw,0,https://yt3.ggpht.com/ytc/AMLnZu9LAh_NGJtRGBw-BCpbm8o7hTMyyMmVD1q9Osob=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.380044
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gJT4SVr5-B," @El_Chistosito  
KIRUNA               SVERIGE 
USHUAIA            ARGENTINA",1 bulan yang lalu,Daniela Sterling,UC_t_YewmJ3wOScZewJbIuyw,0,https://yt3.ggpht.com/ytc/AMLnZu9LAh_NGJtRGBw-BCpbm8o7hTMyyMmVD1q9Osob=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.381966
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gJTNgHU4gD," @Stephen Roño  
BARILOCHE 
VILLA LA ANGOSTURA 
SAN MARTÍN DE LOS ANDES 
LAS LEÑAS 
USHUAIA 
A     R     G     E     N     T     I     N     A",1 bulan yang lalu,Daniela Sterling,UC_t_YewmJ3wOScZewJbIuyw,0,https://yt3.ggpht.com/ytc/AMLnZu9LAh_NGJtRGBw-BCpbm8o7hTMyyMmVD1q9Osob=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.383877
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gJUXNJP74D," @Carlos Morgado  
CHILE                   ARGENTINA 
THE SCANDINAVIA OF THE SOUTHERN HEMISPHERE",1 bulan yang lalu,Daniela Sterling,UC_t_YewmJ3wOScZewJbIuyw,0,https://yt3.ggpht.com/ytc/AMLnZu9LAh_NGJtRGBw-BCpbm8o7hTMyyMmVD1q9Osob=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.385779
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gJUbuo3UeK," @Carlos Morgado  
KIRUNA                   SVERIGE 
USHUAIA                ARGENTINA",1 bulan yang lalu,Daniela Sterling,UC_t_YewmJ3wOScZewJbIuyw,0,https://yt3.ggpht.com/ytc/AMLnZu9LAh_NGJtRGBw-BCpbm8o7hTMyyMmVD1q9Osob=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.387701
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gJUo2lgxI6," @Juan  
RUSO ESPAÑOL LENGUAS POLARES USHUAIA ANTÁRTIDA ARGENTINA AURORA AUSTRAL",1 bulan yang lalu,Daniela Sterling,UC_t_YewmJ3wOScZewJbIuyw,0,https://yt3.ggpht.com/ytc/AMLnZu9LAh_NGJtRGBw-BCpbm8o7hTMyyMmVD1q9Osob=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.389604
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gJUwH5dN4N," @Anthony Mario  
KIRUNA                 SVERIGE 
USHUAIA              ARGENTINA",1 bulan yang lalu,Daniela Sterling,UC_t_YewmJ3wOScZewJbIuyw,0,https://yt3.ggpht.com/ytc/AMLnZu9LAh_NGJtRGBw-BCpbm8o7hTMyyMmVD1q9Osob=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.391525
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gJZt1rktZ8, @Daniela Sterling  idk what you talking about so yea he said,1 bulan yang lalu,Anthony Mario,UCwomEdqDqGGd8seiYNKY6TQ,0,https://yt3.ggpht.com/8XDP82qq0zptuSFdGptE6HApPg3QXRdrMtcaNpgCWm3kbrYzYu9miDlSlbSiG2jfTEJdFVXcJ1c=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.393438
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gJbpQyXwyu,"It’ll do better than black panther, we’ll make sure of that, even if we have to go see it more than once with the whole family. So much Disney we’ll remake snow black",1 bulan yang lalu,Fun Latest,UCVjbJbEFhmft5nHI8mZpvlA,3,https://yt3.ggpht.com/ytc/AMLnZu9T0kmgOPAD5FKzrwk0lfEXJ36em12WDh0Z-0ZCNw=s176-c-k-c0x00ffffff-no-rj,false,true,1664341284.395334
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gJjrgr15m_,Shame on you.Did your parents teach you this!,1 bulan yang lalu,Ivin,UCiID6IXQo8emLNn-TynYIMQ,1,https://yt3.ggpht.com/JGkkBzPjqbTsrGFOAGDEqFqD_5-oxPmFh8YsKmkkG-SOphrvyQUMwEh0-PjlT2WJU5D323OlUYM=s176-c-k-c0x00ffffff-no-rj,false,true,1664341285.032612
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gJtr3-Kcwm,Can this mermaid Twerk?,1 bulan yang lalu,Random Person,UCKC9t69a75uqNs1b31mnnrw,1,https://yt3.ggpht.com/Nhtaq0lJII2qN-a2JQmXkmrIikbZPYUU4tCJ5iKyLK0z3b32t4GdGXCf9r_WDjsrDf2kU3IU=s176-c-k-c0x00ffffff-no-rj,false,true,1664341285.03752
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gJuDKcN-A5,It’s mermorbin time,1 bulan yang lalu,Team Reps For Ra,UCQZk9743Yt3uq3sOz30vH6g,1,https://yt3.ggpht.com/ytc/AMLnZu9FC72hHXB8qySa5SM3fCcCzZ_mOozvhmZKAxwWRw=s176-c-k-c0x00ffffff-no-rj,false,true,1664341285.041613
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gJyuNx70rN,its morbine time 😂,1 bulan yang lalu,Me.Account,UCGpx01KvsSe6PGQaeNBPeNg,0,https://yt3.ggpht.com/f7S0HMFQ-IWlpzvIx53ORpMgdVDpTHY-uvwaG4tVaHakpL9yH7NWwet-DSOdY5OfLfnRaYnoXw=s176-c-k-c0x00ffffff-no-rj,false,true,1664341285.045649
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gK2AQ2PYLe,W Comment,1 bulan yang lalu,Aesthetic,UCczl39Va_GBMhdi2GrIZPGQ,0,https://yt3.ggpht.com/ytc/AMLnZu_jOzPZyAVhYzJNW1mVyR44Kuhxijcq98qQIUAZNA=s176-c-k-c0x00ffffff-no-rj,false,true,1664341285.049674
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gKD8KEHTRW, @Ollie Deleon  a mermillion is a decimal 😂,1 bulan yang lalu,E50Zackery,UCdaGLW2IqMogItB3vc15F-A,0,https://yt3.ggpht.com/ytc/AMLnZu_HL2sVRt6alTkjyKSs55uK8TE2dOPM-iX1KbwrCg=s176-c-k-c0x00ffffff-no-rj,false,true,1664341285.053183
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gKDp7dz0B1,Bro sus 😂,1 bulan yang lalu,JWST,UCMQJ_a0s905dWi5UKVHKz2A,0,https://yt3.ggpht.com/P6CRnN6lYA4LehjRwAeTnCJId4ETBZV3DTwJHuAM7PRttomfZSpQcnuymbTZBoNOdKQwLPR0ug=s176-c-k-c0x00ffffff-no-rj,false,true,1664341285.05669
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gKExTbm20E,"Can't wait until the Black Panther is a red headed white guy in the next movie. Oh right, Disney racism only goes one way.",1 bulan yang lalu,sephon var,UCSZiKC-Z9GQ2Gn-uY0SAWZQ,1,https://yt3.ggpht.com/ytc/AMLnZu9-B6veAT00cgH2w-lrnVwDX9FpTVUMoHTRMA=s176-c-k-c0x00ffffff-no-rj,false,true,1664341285.060109
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gKIB4hcQ-c,"She has a good voice no wonder she is 
Beautiful",1 bulan yang lalu,Mathew bryan Tjipto,UCWQQeNnCthyc2G6yfeQNMOA,0,https://yt3.ggpht.com/ytc/AMLnZu-BF4VWPREl5fXZ5ndoiSjdplXQH29BXmVn9zB5DY6-kypxUJ3L2Z1ovA56waPq=s176-c-k-c0x00ffffff-no-rj,false,true,1664341285.063191
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gKYgDv_tpp," @Ollie Deleon  you thought ""mermillion"" was a real number?",1 bulan yang lalu,Daly Shorts,UCM1e4L10EiSZiRD6U-8C62A,0,https://yt3.ggpht.com/ytc/AMLnZu88bbjN7QS6VoGRJMAjownnd-DwuZD5fwa-FSt1MrY=s176-c-k-c0x00ffffff-no-rj,false,true,1664341285.066274
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gKZ6zKO7Fr, @Messier83  this is a movie for children and yes children are excited for it so it should do well. Hate to break it to you but the Disney mermaid movie wasn't meant for you lol,1 bulan yang lalu,Daly Shorts,UCM1e4L10EiSZiRD6U-8C62A,0,https://yt3.ggpht.com/ytc/AMLnZu88bbjN7QS6VoGRJMAjownnd-DwuZD5fwa-FSt1MrY=s176-c-k-c0x00ffffff-no-rj,false,true,1664341285.069183
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gKZa45N-hf," @Raven New  it's not meant to be original tho ?? It's a remake of a movie that was a remake of older movies that were based on a book, no one believed it was an original movie to begin with. Why do remakes bother people so much? Personally I like remakes",1 bulan yang lalu (diedit),Daly Shorts,UCM1e4L10EiSZiRD6U-8C62A,0,https://yt3.ggpht.com/ytc/AMLnZu88bbjN7QS6VoGRJMAjownnd-DwuZD5fwa-FSt1MrY=s176-c-k-c0x00ffffff-no-rj,false,true,1664341285.071962
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gK_qsQ2DCR," @sephon var  bet you wouldn't cry over it tho, because you only cry when a black person gets the role of a film you wouldn't have watched anyway 😭😭😭",1 bulan yang lalu,Daly Shorts,UCM1e4L10EiSZiRD6U-8C62A,0,https://yt3.ggpht.com/ytc/AMLnZu88bbjN7QS6VoGRJMAjownnd-DwuZD5fwa-FSt1MrY=s176-c-k-c0x00ffffff-no-rj,false,true,1664341285.074755
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gKvs4evAph,"Bars my man, bars",1 bulan yang lalu,Doc Duct Tape,UCwKRLQSjX23-_F2ICIAO_Og,0,https://yt3.ggpht.com/ytc/AMLnZu8Sf92J-HTwj83gwukLw6H3yBXSgNt93i_Zo7LnVw=s176-c-k-c0x00ffffff-no-rj,false,true,1664341285.077518
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gKwD_0Tbhs, @judiccc  it's a carry over joke from the Morbius memes,1 bulan yang lalu,Chef Deadpool,UCtrYMFhC6y4L3460XF6UKIA,1,https://yt3.ggpht.com/ytc/AMLnZu8GPW_YiYQ12ty8ABSikoYLwFepwOIZfrRYGJNv=s176-c-k-c0x00ffffff-no-rj,false,true,1664341285.080089
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gLMEDRY0Hz,It’s going be bad Disney taking a political stand on what the original movies was. Should have came up something more original then a remake of something we grown up knowing about the movie. Next 10 years going be 🌈 pride mermaid,1 bulan yang lalu,michu19821,UCOlUk-_9Z5zhHHXmh1BYBOA,2,https://yt3.ggpht.com/ytc/AMLnZu_dLUiGE28SexcEmcJaL_Eyd6c9Jb8dWOAldQ=s176-c-k-c0x00ffffff-no-rj,false,true,1664341285.082646
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gLfhrshPLe,It’s morbin time,1 bulan yang lalu,Kathy Vallejo,UCgjp4-P8IbQ0Rn1eGK3QX2w,0,https://yt3.ggpht.com/ytc/AMLnZu9chobwYbOPMXmU8xhy8FB_NGrC-YdwlEUv-k3kVg=s176-c-k-c0x00ffffff-no-rj,false,true,1664341285.085193
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gLo23yAu48,like a witch？hhahah,1 bulan yang lalu,mori凝瑞,UCmvk5rnJ8ib-YOlUD8rK2JQ,0,https://yt3.ggpht.com/ytc/AMLnZu9035e0xUf5dLjXKOjO_F4mC09x0wqtb_q-xVYm=s176-c-k-c0x00ffffff-no-rj,false,true,1664341285.087552
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gM7ev4eqyv,You need serious help.,1 bulan yang lalu,W. Dearth,UCRRckxdn-9Xb1ye4x_kV15Q,0,https://yt3.ggpht.com/ytc/AMLnZu9S1KvS34BnK0F5ThEf1w2DYemuz4o3NHmLL5AaLQ=s176-c-k-c0x00ffffff-no-rj,false,true,1664341285.089907
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gMVWfc9T1M,Why,1 bulan yang lalu,Email Bacon,UC5_gqnmByYqBRE3E3bSASzQ,0,https://yt3.ggpht.com/efEF6tGBLh7Yy9B_-dPXmDzfQEpPxi9tZi8cgIWdxprVzkRy61M9gB8m4wUKBrzUN1BnHEg1odY=s176-c-k-c0x00ffffff-no-rj,false,true,1664341285.092202
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gMwFrnH7ee,Body is aching all the time,1 bulan yang lalu,Upbeat Cloud,UC7cC4YxtmMYQKjxU6yMaQzg,0,https://yt3.ggpht.com/ytc/AMLnZu-wULoGOmougUdxf-PezfafdbTKb4EcnEBHAcb2=s176-c-k-c0x00ffffff-no-rj,false,true,1664341285.09439
UgytxrQu0iskMPl4V5V4AaABAg.9fvh5EBfRsm9gMwK_OdzRW," @Dave Gods  Goodbye eveeybody, I have to go",1 bulan yang lalu,Upbeat Cloud,UC7cC4YxtmMYQKjxU6yMaQzg,0,https://yt3.ggpht.com/ytc/AMLnZu-wULoGOmougUdxf-PezfafdbTKb4EcnEBHAcb2=s176-c-k-c0x00ffffff-no-rj,false,true,1664341285.096572
